City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,edson,53.5835,-116.4356,284.23,76,100,5.66,CA,1696290262
366,mar del plata,-38.0023,-57.5575,284.87,98,100,4.12,AR,1696290263
367,moree,-29.4667,149.85,299.15,34,0,7.34,AU,1696290263
368,arraial do cabo,-22.9661,-42.0278,294.13,88,100,2.06,BR,1696290187
369,sampit,-2.5333,112.95,300.15,72,90,1.22,ID,1696290263
370,lucas,41.6501,-83.6666,298.23,71,0,2.57,US,1696290263
371,nelson bay,-32.7167,152.15,300.93,66,0,1.79,AU,1696290134
372,saint john,45.2727,-66.0677,286.72,76,20,1.03,CA,1696290264
373,georgievka,49.3314,81.5761,282.44,69,8,1.56,KZ,1696290264
374,kolonia town,6.964,158.206,307.15,62,75,1.54,FM,1696290264
375,buka,40.8108,69.1986,285.97,39,1,2.26,UZ,1696290265
376,thinadhoo,0.5333,72.9333,300.95,75,60,5.31,MV,1696290265
377,tshikapa,-6.4167,20.8,295.91,87,84,0.64,CD,1696290265
378,khovd,48.0056,91.6419,277.39,71,6,0.63,MN,1696290265
379,sterling,39.0062,-77.4286,297.12,75,0,1.72,US,1696290066
380,tabas,33.5959,56.9244,297.17,16,4,0.55,IR,1696290266
381,mount gambier,-37.8333,140.7667,287.25,69,70,5.13,AU,1696290266
382,terrace,54.5163,-128.6035,288.1,77,75,3.6,CA,1696290266
383,sandnessjoen,66.0217,12.6316,280.44,88,100,6.73,NO,1696290192
384,boende,-0.2167,20.8667,295.11,99,77,0.32,CD,1696290266
385,oruro,-17.9833,-67.15,289.35,36,35,3.46,BO,1696290267
386,acajutla,13.5928,-89.8275,301.12,80,34,0.57,SV,1696290056
387,benjamin aceval,-24.9667,-57.5667,300.23,39,2,3.59,PY,1696290267
388,minden,52.2833,8.9167,290.63,86,53,3.61,DE,1696290016
389,gun barrel city,32.3346,-96.1514,303.81,52,69,2.24,US,1696290268
390,yakoruda,42.0253,23.6842,282.08,83,6,0.86,BG,1696290268
391,callao,-12.0667,-77.15,296.33,73,75,4.63,PE,1696290268
392,kyshtovka,56.555,76.6271,280.56,84,10,3.58,RU,1696290268
393,lithia springs,33.794,-84.6605,299.09,72,40,2.06,US,1696290269
394,nyandoma,61.669,40.1991,276.21,96,37,1.15,RU,1696290269
395,selkirk,50.1436,-96.8845,289.35,95,100,2.74,CA,1696290216
396,chinde,26.8418,88.0763,291.02,90,92,1.69,NP,1696290269
397,rongelap,11.1635,166.8941,302.04,79,99,7.13,MH,1696290269
398,montrose,38.4166,-108.2673,280.82,59,91,5.78,US,1696290270
399,oak grove,45.4168,-122.6401,287.47,93,100,4.02,US,1696290270
400,itaueira,-7.6033,-43.0256,302.84,21,22,1.2,BR,1696290270
401,bozuyuk,39.9078,30.0367,286.34,97,57,2.49,TR,1696290270
402,lalsot,26.5667,76.3333,297.62,32,1,1.9,IN,1696290270
403,leninskoye,41.7589,69.3864,287.29,33,0,1.74,KZ,1696290271
404,sao jose da coroa grande,-8.8978,-35.1478,297.19,81,7,3.84,BR,1696290271
405,satipo,-11.2522,-74.6386,297.52,87,96,1.46,PE,1696290271
406,carutapera,-1.195,-46.02,299.79,83,23,4.88,BR,1696290271
407,khandyga,62.6667,135.6,279.34,84,100,0.91,RU,1696290272
408,sale,34.0389,-6.8166,293.57,100,40,0.0,MA,1696290272
409,chui,-33.6971,-53.4616,284.16,91,7,2.85,UY,1696290192
410,saint-philippe,-21.3585,55.7679,293.92,83,29,1.0,RE,1696290272
411,zlate moravce,48.3855,18.4006,283.96,72,41,2.2,SK,1696290272
412,suva,-18.1416,178.4415,298.86,65,75,7.72,FJ,1696290273
413,tilcara,-23.5776,-65.3509,285.98,32,0,3.4,AR,1696290273
414,artigas,-30.4,-56.4667,285.54,88,3,4.84,UY,1696290273
415,anna regina,7.2644,-58.5077,301.5,78,82,4.99,GY,1696290273
416,nogliki,51.8333,143.1667,283.9,96,100,11.18,RU,1696290273
417,dul'durga,50.6761,113.5931,276.01,49,6,5.97,RU,1696290274
418,juan griego,11.0817,-63.9655,301.19,82,100,4.36,VE,1696290274
419,ihosy,-22.4,46.1167,288.47,83,81,5.76,MG,1696290274
420,deir ez-zor,35.3359,40.1408,297.07,50,99,4.74,SY,1696290274
421,port shepstone,-30.7414,30.455,289.43,80,0,7.01,ZA,1696290274
422,whakatane,-37.9585,176.9854,289.75,60,36,2.24,NZ,1696290275
423,raduzhny,62.0961,77.475,281.45,89,100,5.93,RU,1696290275
424,palu,-0.8917,119.8707,301.46,80,92,0.81,ID,1696290275
425,north haven,41.3909,-72.8595,292.89,83,0,0.0,US,1696290276
426,urzhar,47.093,81.6294,287.87,44,88,1.59,KZ,1696290276
427,popondetta,-8.7537,148.2534,303.82,61,93,0.91,PG,1696290276
428,freeport,40.6576,-73.5832,295.0,80,0,2.06,US,1696290058
429,valparai,10.3667,76.9667,289.07,94,62,1.67,IN,1696290277
430,manali,13.1667,80.2667,301.2,85,100,5.32,IN,1696290277
431,kargasok,59.0556,80.8572,280.35,93,23,4.47,RU,1696290277
432,tell city,37.9514,-86.7678,302.09,66,0,0.0,US,1696290125
433,nha trang,12.25,109.1833,299.15,89,100,2.17,VN,1696290278
434,magnitka,55.3475,59.6961,285.92,74,100,1.75,RU,1696290278
435,at taj,24.2049,23.2857,297.1,36,97,4.64,LY,1696290278
436,kapa'a,22.0752,-159.319,302.14,74,0,4.12,US,1696290173
437,selfoss,63.9331,-20.9971,279.84,67,100,4.05,IS,1696290278
438,tahe,52.3333,124.7333,280.23,73,92,1.11,CN,1696290279
439,flying fish cove,-10.4217,105.6791,296.97,78,100,5.66,CX,1696290279
440,shakhty,47.7091,40.2144,288.94,82,100,5.51,RU,1696290046
441,saint-joseph,-21.3667,55.6167,293.36,83,17,1.1,RE,1696290279
442,teknaf,20.8624,92.3058,298.21,94,96,4.71,BD,1696290279
443,kargopol',61.5071,38.9456,277.07,88,29,0.45,RU,1696290280
444,melfort,52.8667,-104.6177,283.22,87,100,1.54,CA,1696290280
445,ambodifotatra,-16.9833,49.85,296.53,81,52,0.85,MG,1696290280
446,camana,-16.6228,-72.7111,290.98,88,34,3.36,PE,1696290280
447,hinton,53.4001,-117.5857,286.31,58,81,2.63,CA,1696290280
448,mirandela,41.4874,-7.187,293.87,71,1,1.76,PT,1696290281
449,okhotsk,59.3833,143.3,279.33,77,5,4.75,RU,1696290281
450,puchezh,56.9788,43.1676,284.03,86,100,3.08,RU,1696290281
451,iskateley,67.6803,53.1512,277.05,78,54,9.39,RU,1696290281
452,ko pha ngan,9.7578,100.0291,298.53,83,100,5.85,TH,1696290281
453,chibougamau,49.9168,-74.3659,288.94,94,100,2.57,CA,1696290282
454,gerash,27.6652,54.1371,296.6,45,0,1.08,IR,1696290282
455,vanino,49.0869,140.2543,283.11,69,100,5.83,RU,1696290282
456,brisas de zicatela,15.8369,-97.0419,298.44,69,100,3.09,MX,1696290282
457,usol'ye,59.4268,56.6808,281.3,92,87,1.89,RU,1696290165
458,north platte,41.1239,-100.7654,303.09,44,0,10.8,US,1696290283
459,boali,4.8005,18.1275,296.69,93,100,0.77,CF,1696290283
460,aras-asan,8.8908,126.3033,300.72,80,97,1.62,PH,1696290283
461,hotan,37.0997,79.9269,290.81,24,100,1.88,CN,1696290284
462,okakarara,-20.5833,17.4333,296.53,22,22,2.84,NA,1696290284
463,bintulu,3.1667,113.0333,298.38,100,20,1.03,MY,1696290284
464,pacocha,-17.5833,-71.3333,290.08,88,17,1.59,PE,1696290284
465,mariveles,14.4833,120.4833,295.13,85,100,5.84,PH,1696290284
466,i-n-salah,27.1935,2.4607,301.17,30,0,8.76,DZ,1696290190
467,labytnangi,66.6572,66.4183,278.74,69,94,7.21,RU,1696290285
468,lerwick,60.1545,-1.1494,285.15,81,10,9.04,GB,1696290285
469,oodweyne,9.4092,45.064,298.62,41,33,1.34,SO,1696290285
470,belize city,17.4995,-88.1976,304.16,74,20,2.06,BZ,1696290286
471,laojunmiao,39.8333,97.7333,283.73,44,99,2.1,CN,1696290286
472,alakurtti,66.9672,30.3491,277.08,93,100,1.71,RU,1696290286
473,mahibadhoo,3.7833,72.9667,300.07,81,84,3.73,MV,1696290286
474,cooper's town,26.8667,-77.5167,300.37,66,71,8.67,BS,1696290286
475,egilsstadir,65.2653,-14.3948,278.1,93,100,8.23,IS,1696290175
476,copala,16.65,-98.9833,300.94,85,99,2.77,MX,1696290287
477,papao,-17.75,-149.55,299.97,80,9,6.65,PF,1696290287
478,nokia,61.4667,23.5,285.77,97,75,4.92,FI,1696290287
479,belur,13.1667,75.8667,291.05,94,100,2.6,IN,1696290287
480,paka,4.6374,103.4368,298.75,86,100,1.22,MY,1696290288
481,greenville,35.6127,-77.3663,295.24,84,0,2.57,US,1696290191
482,huangzhou,30.45,114.8,292.57,95,100,3.35,CN,1696290288
483,pacific grove,36.6177,-121.9166,294.83,78,0,3.6,US,1696289988
484,val-d'or,48.1002,-77.7828,294.2,73,40,5.14,CA,1696290289
485,fort mcmurray,56.7268,-111.381,285.92,71,100,2.57,CA,1696290019
486,boguchany,58.3814,97.4531,272.51,98,96,1.79,RU,1696290289
487,shimoda,34.6667,138.95,296.54,63,71,5.08,JP,1696290289
488,cabanas,22.9758,-82.9219,300.7,79,30,4.36,CU,1696290290
489,yeed,4.55,43.0333,298.36,64,11,6.73,SO,1696290290
490,singida,-4.8167,34.75,290.81,51,75,5.92,TZ,1696290290
491,gobabis,-22.45,18.9667,295.02,32,38,6.86,NA,1696290290
492,komsomol'sk,49.0097,33.6455,284.9,62,54,2.17,UA,1696290291
493,pandan,14.0453,124.1694,302.29,77,100,5.6,PH,1696290291
494,tekeli,44.83,78.8239,282.54,76,100,0.48,KZ,1696290291
495,angaur state,6.906,134.13,301.77,74,49,2.46,PW,1696290291
496,wuzhou,23.4833,111.3167,299.89,83,71,0.18,CN,1696290292
497,vilyuysk,63.7553,121.6247,272.59,77,100,2.24,RU,1696290292
498,parun,35.4207,70.9221,278.72,61,1,3.43,AF,1696290292
499,marsh harbour,26.5412,-77.0636,300.25,70,100,8.47,BS,1696290083
500,zalingei,12.9096,23.4741,296.97,71,98,3.33,SD,1696290292
501,faya-largeau,17.9257,19.1043,301.7,32,27,14.96,TD,1696290293
502,candido mendes,-1.4467,-45.7167,299.5,84,45,3.45,BR,1696290293
503,zabaykal'sk,49.6333,117.3167,277.32,52,100,8.13,RU,1696290293
504,tazacorte,28.629,-17.9293,300.45,38,0,4.63,ES,1696290293
505,stabat,3.761,98.4513,297.26,96,100,0.86,ID,1696290293
506,yilan,24.757,121.753,301.49,69,100,2.13,TW,1696290294
507,vanimo,-2.6741,141.3028,299.39,83,100,3.06,PG,1696290294
508,takoradi,4.8845,-1.7554,298.0,91,20,3.88,GH,1696290294
509,bochum,51.4833,7.2167,294.08,62,67,0.45,DE,1696290295
510,semirara,12.0697,121.3986,300.65,83,100,7.1,PH,1696290295
511,luanda,-8.8368,13.2343,296.15,88,100,1.03,AO,1696290295
512,korsakov,46.6328,142.7813,287.06,84,98,5.81,RU,1696290295
513,ndioum,16.5129,-14.6471,305.84,41,68,5.37,SN,1696290295
514,trucuk,-7.7183,110.6589,297.83,76,91,3.06,ID,1696290296
515,dampit,-8.2116,112.7493,297.3,68,96,2.2,ID,1696290296
516,hell-ville,-13.4,48.2667,298.48,78,83,1.54,MG,1696290296
517,tamanrasset,22.785,5.5228,294.1,43,40,2.57,DZ,1696290296
518,sechura,-5.5569,-80.8222,294.83,71,24,7.66,PE,1696290173
519,hereford,52.0568,-2.7148,285.4,96,100,3.03,GB,1696290297
520,kunduz,36.75,68.75,290.81,24,0,1.29,AF,1696290297
521,tangalle,6.024,80.7911,297.89,88,99,2.82,LK,1696290297
522,caromatan,7.7959,123.7145,301.01,81,90,0.99,PH,1696290297
523,sparti,37.0733,22.4297,293.12,67,26,1.76,GR,1696290297
524,muisne,0.6,-80.0333,297.64,80,96,5.83,EC,1696290168
525,sayyan,15.1718,44.3244,287.36,28,0,3.0,YE,1696290298
526,owase,34.0667,136.2,295.84,45,66,1.24,JP,1696290298
527,allende,25.2833,-100.0167,304.25,45,47,2.53,MX,1696290298
528,al kharijah,25.4514,30.5464,298.25,40,100,5.02,EG,1696290298
529,clovis,36.8252,-119.7029,299.91,36,75,2.06,US,1696290156
530,tralee,52.2704,-9.7026,284.32,89,78,4.32,IE,1696290167
531,kalabo,-14.97,22.6814,300.16,30,30,4.93,ZM,1696290299
532,zaysan,47.4667,84.8667,283.66,55,42,1.29,KZ,1696290299
533,tukrah,32.5341,20.5791,296.0,65,0,4.04,LY,1696290166
534,vielha,42.6846,0.7726,284.85,67,98,1.56,ES,1696290300
535,jindabyne,-36.4167,148.6333,294.38,41,44,8.24,AU,1696290300
536,thunder bay,48.4001,-89.3168,299.14,47,75,4.12,CA,1696290300
537,ilgaz,40.9251,33.6259,284.99,85,76,1.91,TR,1696290300
538,el granada,37.5027,-122.4694,299.09,73,75,8.75,US,1696290301
539,mananjary,-21.2167,48.3333,293.78,90,100,6.61,MG,1696290301
540,bloemfontein,-29.1211,26.214,287.86,63,0,2.57,ZA,1696290301
541,as-suwayda,32.709,36.5695,289.36,80,100,5.0,SY,1696290301
542,majuro,7.0897,171.3803,304.13,74,100,2.06,MH,1696290302
543,broome,42.2506,-75.833,294.07,89,66,0.61,US,1696290302
544,port moresby,-9.4431,147.1797,300.63,73,80,2.29,PG,1696290124
545,solnechnyy,50.7214,136.6319,280.39,87,98,2.7,RU,1696290302
546,girvan,55.2426,-4.8555,287.15,90,87,4.84,GB,1696290303
547,priyutnoye,46.1011,43.5072,291.36,60,100,2.37,RU,1696290303
548,lensk,60.7253,114.9278,269.11,89,71,2.24,RU,1696290303
549,constantia,44.1833,28.65,286.53,51,0,4.72,RO,1696290184
550,port-vila,-17.7338,168.3219,297.21,72,99,9.7,VU,1696290117
551,edewecht,53.1333,7.9833,290.9,95,88,3.9,DE,1696290304
552,ritchie,-29.038,24.6028,294.71,37,0,7.61,ZA,1696290304
553,undurkhaan,47.3194,110.6556,276.77,54,50,1.54,MN,1696290304
554,fort bragg,35.139,-79.006,298.23,66,0,1.54,US,1696290154
555,kobryn,52.2138,24.3564,284.97,74,86,3.3,BY,1696290305
556,vetluzhskiy,58.3902,45.4654,282.61,91,93,1.79,RU,1696290305
557,zorritos,-3.6805,-80.6782,299.31,73,48,4.19,PE,1696290306
558,paracuru,-3.41,-39.0306,300.43,83,69,5.28,BR,1696290306
559,dhidhdhoo,6.8833,73.1,300.42,80,95,7.46,MV,1696290306
560,naracoorte,-36.9579,140.7383,288.34,68,86,5.94,AU,1696290307
561,cruz del eje,-30.7264,-64.8039,296.85,31,2,7.51,AR,1696290299
562,bathsheba,13.2167,-59.5167,300.49,94,20,4.12,BB,1696290307
563,rundu,-17.9333,19.7667,299.19,35,87,3.97,NA,1696290308
564,tindouf,27.6711,-8.1474,300.4,19,90,2.06,DZ,1696290308
565,inhambane,-23.865,35.3833,293.53,58,60,3.1,MZ,1696290308
566,zhanaozen,43.3,52.8,289.58,39,25,7.94,KZ,1696290308
567,huangmei,30.1924,116.025,293.26,88,99,1.17,CN,1696290308
568,san matias,-16.3667,-58.4,305.85,35,97,2.62,BO,1696290309
569,vangaindrano,-23.35,47.6,292.24,80,100,5.32,MG,1696290309
570,naze,28.3667,129.4833,299.66,86,97,9.15,JP,1696290309
571,tsivil'sk,55.8611,47.4664,283.71,88,100,1.25,RU,1696290309
572,manchester,53.4809,-2.2374,285.12,95,75,2.06,GB,1696290310
573,napier,-39.4833,176.9167,284.42,59,100,5.81,NZ,1696290310
574,kampene,-3.6,26.6667,295.28,76,96,0.68,CD,1696290310
575,bcharre,34.2508,36.0106,283.89,90,68,1.02,LB,1696290310
576,tadine,-21.55,167.8833,296.02,65,98,8.89,NC,1696290311
577,iwon-up,40.3231,128.6553,292.63,43,100,0.97,KP,1696290311
578,belmonte,-15.8631,-38.8828,298.09,88,100,5.18,BR,1696290311
